compound, constituent, anonymized_annotator_id, rating
spot area, area, annotator_71, 5
spot area, area, annotator_72, 5
spot area, area, annotator_10_excluded, 5
spot area, area, annotator_73, 4
spot area, area, annotator_79, 4
spot area, area, annotator_24, 3
spot area, area, annotator_74, 5
spot area, area, annotator_77, 3
spot area, spot, annotator_71, 3
spot area, area, annotator_78, 3
spot area, spot, annotator_78, 5
spot area, spot, annotator_75, 0
spot area, spot, annotator_24, 3
spot area, spot, annotator_79, 1
spot area, spot, annotator_69, 4
spot area, spot, annotator_5, 3
spot area, spot, annotator_72, 5
spot area, spot, annotator_74, 5
spot area, spot, annotator_10_excluded, 5
spot area, spot, annotator_63, 0
spot area, spot, annotator_70_excluded, 5
spot area, spot, annotator_77, 4
spot area, spot, annotator_73, 4
spot area, area, annotator_76, 4
spot area, area, annotator_63, 5
spot area, area, annotator_70_excluded, 5
spot area, area, annotator_75, 0
spot area, area, annotator_69, 5
spot area, area, annotator_5, 3
spot area, spot, annotator_76, 0
surface area, area, annotator_72, 5
surface area, area, annotator_73, 4
surface area, area, annotator_5, 5
surface area, area, annotator_76, 5
surface area, area, annotator_77, 3
surface area, area, annotator_78, 5
surface area, surface, annotator_5, 3
surface area, surface, annotator_78, 1
surface area, surface, annotator_24, 3
surface area, surface, annotator_73, 4
surface area, area, annotator_63, 4
surface area, surface, annotator_72, 5
surface area, surface, annotator_10_excluded, 5
surface area, surface, annotator_74, 5
surface area, surface, annotator_70_excluded, 5
surface area, surface, annotator_76, 2
surface area, surface, annotator_63, 4
surface area, area, annotator_79, 5
surface area, area, annotator_24, 5
surface area, surface, annotator_71, 5
surface area, area, annotator_74, 5
surface area, surface, annotator_69, 4
surface area, area, annotator_70_excluded, 5
surface area, area, annotator_71, 5
surface area, area, annotator_75, 5
surface area, surface, annotator_75, 5
surface area, area, annotator_10_excluded, 5
surface area, surface, annotator_77, 4
surface area, area, annotator_69, 5
surface area, surface, annotator_79, 1
unit time, unit, annotator_73, 2
unit time, unit, annotator_79, 2
unit time, unit, annotator_24, 3
unit time, unit, annotator_5, 1
unit time, unit, annotator_76, 1
unit time, unit, annotator_70_excluded, 5
unit time, unit, annotator_77, 3
unit time, time, annotator_73, 4
unit time, unit, annotator_69, 4
unit time, time, annotator_75, 0
unit time, time, annotator_74, 5
unit time, time, annotator_79, 0
unit time, time, annotator_70_excluded, 5
unit time, time, annotator_63, 5
unit time, time, annotator_71, 5
unit time, time, annotator_72, 5
unit time, time, annotator_5, 3
unit time, time, annotator_24, 3
unit time, time, annotator_77, 3
unit time, time, annotator_69, 5
unit time, time, annotator_78, 1
unit time, time, annotator_76, 4
unit time, unit, annotator_78, 4
unit time, unit, annotator_63, 1
unit time, time, annotator_10_excluded, 5
unit time, unit, annotator_71, 5
unit time, unit, annotator_10_excluded, 5
unit time, unit, annotator_74, 5
unit time, unit, annotator_72, 2
unit time, unit, annotator_75, 0
wave length, length, annotator_74, 5
wave length, wave, annotator_72, 5
wave length, length, annotator_73, 4
wave length, length, annotator_76, 0
wave length, length, annotator_78, 3
wave length, length, annotator_24, 3
wave length, length, annotator_63, 4
wave length, length, annotator_5, 1
wave length, wave, annotator_78, 2
wave length, length, annotator_75, 5
wave length, length, annotator_69, 4
wave length, length, annotator_79, 1
wave length, length, annotator_71, 5
wave length, length, annotator_70_excluded, 5
wave length, length, annotator_10_excluded, 5
wave length, length, annotator_72, 3
wave length, wave, annotator_74, 1
wave length, wave, annotator_63, 4
wave length, wave, annotator_10_excluded, 5
wave length, wave, annotator_69, 5
wave length, wave, annotator_5, 5
wave length, wave, annotator_70_excluded, 5
wave length, wave, annotator_79, 5
wave length, length, annotator_77, 5
wave length, wave, annotator_75, 5
wave length, wave, annotator_71, 5
wave length, wave, annotator_24, 2
wave length, wave, annotator_73, 1
wave length, wave, annotator_76, 1
wave length, wave, annotator_77, 0
yield point, yield, annotator_71, 5
yield point, yield, annotator_69, 4
yield point, yield, annotator_5, 5
yield point, yield, annotator_72, 5
yield point, yield, annotator_70_excluded, 5
yield point, yield, annotator_77, 3
yield point, yield, annotator_24, 5
yield point, yield, annotator_78, 1
yield point, yield, annotator_79, 2
yield point, yield, annotator_73, 3
yield point, yield, annotator_74, 5
yield point, yield, annotator_76, 1
yield point, yield, annotator_75, 0
yield point, point, annotator_5, 1
yield point, point, annotator_24, 5
yield point, point, annotator_73, 4
yield point, point, annotator_69, 4
yield point, point, annotator_79, 5
yield point, point, annotator_75, 0
yield point, point, annotator_77, 3
yield point, point, annotator_76, 3
yield point, yield, annotator_10_excluded, 5
yield point, point, annotator_71, 5
yield point, point, annotator_72, 0
yield point, point, annotator_10_excluded, 5
yield point, point, annotator_78, 3
yield point, point, annotator_70_excluded, 5
yield point, point, annotator_63, 1
yield point, point, annotator_74, 5
yield point, yield, annotator_63, 4
air temperature, temperature, annotator_80, 5
air temperature, air, annotator_81, 4
air temperature, air, annotator_82, 5
air temperature, air, annotator_83, 5
air temperature, air, annotator_84, 5
air temperature, air, annotator_10_excluded, 5
air temperature, air, annotator_85, 5
air temperature, air, annotator_86, 5
air temperature, air, annotator_87, 5
air temperature, air, annotator_88, 5
air temperature, air, annotator_89, 5
air temperature, air, annotator_90, 3
air temperature, air, annotator_91, 5
air temperature, air, annotator_80, 5
air temperature, air, annotator_92, 5
air temperature, air, annotator_93, 4
air temperature, temperature, annotator_88, 5
air temperature, temperature, annotator_10_excluded, 5
air temperature, temperature, annotator_91, 4
air temperature, temperature, annotator_85, 5
air temperature, temperature, annotator_90, 5
air temperature, temperature, annotator_82, 5
air temperature, temperature, annotator_87, 5
air temperature, temperature, annotator_86, 5
air temperature, temperature, annotator_81, 4
air temperature, temperature, annotator_93, 4
air temperature, temperature, annotator_92, 5
air temperature, temperature, annotator_83, 5
air temperature, temperature, annotator_89, 5
air temperature, temperature, annotator_84, 5
balance case, balance, annotator_87, 3
balance case, balance, annotator_85, 5
balance case, balance, annotator_88, 4
balance case, balance, annotator_93, 3
balance case, balance, annotator_91, 3
balance case, balance, annotator_10_excluded, 5
balance case, balance, annotator_86, 4
balance case, balance, annotator_89, 3
balance case, balance, annotator_81, 4
balance case, balance, annotator_82, 5
balance case, balance, annotator_92, 5
balance case, balance, annotator_83, 5
balance case, balance, annotator_90, 5
balance case, case, annotator_80, 3
balance case, case, annotator_81, 4
balance case, case, annotator_10_excluded, 5
balance case, case, annotator_82, 1
balance case, case, annotator_87, 0
balance case, case, annotator_85, 5
balance case, case, annotator_93, 3
balance case, case, annotator_83, 5
balance case, case, annotator_90, 1
balance case, case, annotator_86, 4
balance case, case, annotator_92, 0
balance case, case, annotator_91, 2
balance case, case, annotator_88, 2
balance case, balance, annotator_84, 5
balance case, case, annotator_84, 3
balance case, balance, annotator_80, 3
balance case, case, annotator_89, 3
body length, body, annotator_93, 4
body length, body, annotator_86, 5
body length, body, annotator_81, 4
body length, body, annotator_89, 5
body length, length, annotator_93, 2
body length, body, annotator_85, 5
body length, body, annotator_82, 5
body length, body, annotator_10_excluded, 5
body length, body, annotator_91, 4
body length, body, annotator_90, 4
body length, body, annotator_80, 5
body length, length, annotator_82, 5
body length, length, annotator_87, 0
body length, length, annotator_86, 5
body length, length, annotator_88, 5
body length, length, annotator_10_excluded, 5
body length, length, annotator_84, 5
body length, length, annotator_80, 5
body length, body, annotator_84, 5
body length, body, annotator_83, 5
body length, length, annotator_89, 5
body length, body, annotator_92, 5
body length, body, annotator_87, 0
body length, length, annotator_85, 5
body length, body, annotator_88, 5
body length, length, annotator_92, 5
body length, length, annotator_81, 4
body length, length, annotator_91, 3
body length, length, annotator_90, 2
body length, length, annotator_83, 5
body temperature, body, annotator_84, 5
body temperature, temperature, annotator_87, 5
body temperature, temperature, annotator_84, 5
body temperature, temperature, annotator_86, 5
body temperature, temperature, annotator_80, 5
body temperature, temperature, annotator_88, 5
body temperature, temperature, annotator_93, 4
body temperature, temperature, annotator_81, 5
body temperature, temperature, annotator_91, 5
body temperature, temperature, annotator_82, 5
body temperature, temperature, annotator_90, 5
body temperature, temperature, annotator_92, 5
body temperature, temperature, annotator_89, 5
body temperature, body, annotator_81, 5
body temperature, temperature, annotator_10_excluded, 5
body temperature, body, annotator_91, 4
body temperature, body, annotator_90, 5
body temperature, body, annotator_10_excluded, 5
body temperature, body, annotator_93, 3
body temperature, body, annotator_85, 5
body temperature, body, annotator_80, 5
body temperature, temperature, annotator_83, 5
body temperature, body, annotator_88, 5
body temperature, body, annotator_89, 5
body temperature, body, annotator_82, 5
body temperature, body, annotator_87, 0
body temperature, body, annotator_83, 5
body temperature, body, annotator_92, 5
body temperature, body, annotator_86, 5
body temperature, temperature, annotator_85, 5
brass tube, tube, annotator_87, 5
brass tube, brass, annotator_92, 5
brass tube, brass, annotator_91, 4
brass tube, tube, annotator_85, 5
brass tube, tube, annotator_10_excluded, 5
brass tube, tube, annotator_89, 0
brass tube, tube, annotator_81, 4
brass tube, tube, annotator_92, 5
brass tube, tube, annotator_91, 4
brass tube, tube, annotator_83, 5
brass tube, tube, annotator_86, 5
brass tube, tube, annotator_90, 3
brass tube, tube, annotator_93, 1
brass tube, tube, annotator_82, 5
brass tube, tube, annotator_84, 5
brass tube, tube, annotator_80, 4
brass tube, tube, annotator_88, 5
brass tube, brass, annotator_88, 5
brass tube, brass, annotator_87, 5
brass tube, brass, annotator_80, 3
brass tube, brass, annotator_93, 2
brass tube, brass, annotator_89, 5
brass tube, brass, annotator_85, 5
brass tube, brass, annotator_83, 5
brass tube, brass, annotator_86, 5
brass tube, brass, annotator_84, 5
brass tube, brass, annotator_90, 5
brass tube, brass, annotator_82, 5
brass tube, brass, annotator_81, 4
brass tube, brass, annotator_10_excluded, 5
calcium salt, salt, annotator_84, 4
calcium salt, salt, annotator_83, 5
calcium salt, calcium, annotator_82, 4
calcium salt, salt, annotator_88, 4
calcium salt, calcium, annotator_83, 5
calcium salt, calcium, annotator_91, 2
calcium salt, calcium, annotator_90, 3
calcium salt, calcium, annotator_10_excluded, 5
calcium salt, calcium, annotator_87, 5
calcium salt, calcium, annotator_93, 3
calcium salt, calcium, annotator_88, 5
calcium salt, calcium, annotator_84, 5
calcium salt, calcium, annotator_89, 3
calcium salt, calcium, annotator_92, 5
calcium salt, salt, annotator_89, 3
calcium salt, calcium, annotator_85, 5
calcium salt, calcium, annotator_80, 5
calcium salt, calcium, annotator_81, 4
calcium salt, salt, annotator_93, 4
calcium salt, salt, annotator_81, 4
calcium salt, salt, annotator_90, 5
calcium salt, salt, annotator_85, 5
calcium salt, calcium, annotator_86, 3
calcium salt, salt, annotator_86, 4
calcium salt, salt, annotator_82, 3
calcium salt, salt, annotator_87, 5
calcium salt, salt, annotator_91, 4
calcium salt, salt, annotator_80, 5
calcium salt, salt, annotator_10_excluded, 5
calcium salt, salt, annotator_92, 0
culture solution, solution, annotator_83, 4
culture solution, solution, annotator_87, 0
culture solution, solution, annotator_86, 4
culture solution, solution, annotator_92, 0
culture solution, solution, annotator_90, 1
culture solution, solution, annotator_84, 3
culture solution, solution, annotator_81, 0
culture solution, solution, annotator_93, 3
culture solution, solution, annotator_85, 5
culture solution, culture, annotator_84, 3
culture solution, culture, annotator_85, 3
culture solution, culture, annotator_87, 5
culture solution, culture, annotator_83, 5
culture solution, solution, annotator_88, 5
culture solution, culture, annotator_90, 5
culture solution, culture, annotator_80, 5
culture solution, solution, annotator_80, 5
culture solution, culture, annotator_89, 3
culture solution, culture, annotator_86, 4
culture solution, culture, annotator_93, 3
culture solution, culture, annotator_81, 1
culture solution, culture, annotator_88, 4
culture solution, culture, annotator_91, 4
culture solution, culture, annotator_92, 3
culture solution, culture, annotator_82, 3
culture solution, culture, annotator_10_excluded, 5
culture solution, solution, annotator_10_excluded, 5
culture solution, solution, annotator_82, 4
culture solution, solution, annotator_89, 3
culture solution, solution, annotator_91, 3
day time, time, annotator_89, 3
day time, time, annotator_81, 5
day time, time, annotator_92, 5
day time, time, annotator_85, 5
day time, time, annotator_10_excluded, 5
day time, time, annotator_90, 5
day time, time, annotator_86, 5
day time, time, annotator_93, 3
day time, time, annotator_82, 4
day time, time, annotator_91, 4
day time, time, annotator_88, 3
day time, time, annotator_87, 0
day time, time, annotator_84, 4
day time, time, annotator_83, 5
day time, day, annotator_87, 5
day time, day, annotator_10_excluded, 5
day time, day, annotator_88, 5
day time, day, annotator_93, 4
day time, day, annotator_81, 5
day time, day, annotator_80, 5
day time, day, annotator_83, 5
day time, day, annotator_82, 5
day time, day, annotator_90, 4
day time, day, annotator_92, 5
day time, time, annotator_80, 5
day time, day, annotator_89, 5
day time, day, annotator_86, 5
day time, day, annotator_91, 4
day time, day, annotator_85, 5
day time, day, annotator_84, 5
enzyme action, enzyme, annotator_80, 5
enzyme action, action, annotator_85, 5
enzyme action, enzyme, annotator_85, 5
enzyme action, action, annotator_83, 3
enzyme action, enzyme, annotator_93, 3
enzyme action, enzyme, annotator_90, 5
enzyme action, enzyme, annotator_84, 5
enzyme action, enzyme, annotator_10_excluded, 5
enzyme action, enzyme, annotator_82, 5
enzyme action, enzyme, annotator_91, 5
enzyme action, enzyme, annotator_89, 3
enzyme action, enzyme, annotator_86, 5
enzyme action, action, annotator_93, 2
enzyme action, action, annotator_82, 4
enzyme action, action, annotator_91, 2
enzyme action, action, annotator_92, 3
enzyme action, action, annotator_84, 5
enzyme action, action, annotator_10_excluded, 5
enzyme action, action, annotator_88, 4
enzyme action, enzyme, annotator_88, 4
enzyme action, action, annotator_81, 4
enzyme action, action, annotator_80, 5
enzyme action, action, annotator_90, 3
enzyme action, action, annotator_89, 3
enzyme action, action, annotator_87, 0
enzyme action, enzyme, annotator_92, 5
enzyme action, enzyme, annotator_87, 5
enzyme action, enzyme, annotator_81, 4
enzyme action, action, annotator_86, 4
enzyme action, enzyme, annotator_83, 5
flint glass, flint, annotator_82, 5
flint glass, glass, annotator_80, 3
flint glass, flint, annotator_84, 1
flint glass, flint, annotator_86, 3
flint glass, flint, annotator_10_excluded, 5
flint glass, flint, annotator_91, 2
flint glass, flint, annotator_81, 4
flint glass, flint, annotator_92, 3
flint glass, flint, annotator_88, 3
flint glass, flint, annotator_89, 3
flint glass, flint, annotator_80, 3
flint glass, flint, annotator_93, 1
flint glass, flint, annotator_87, 5
flint glass, flint, annotator_85, 0
flint glass, glass, annotator_85, 5
flint glass, flint, annotator_90, 4
flint glass, glass, annotator_87, 5
flint glass, glass, annotator_82, 3
flint glass, glass, annotator_10_excluded, 5
flint glass, glass, annotator_88, 4
flint glass, glass, annotator_89, 3
flint glass, glass, annotator_90, 2
flint glass, flint, annotator_83, 5
flint glass, glass, annotator_81, 4
flint glass, glass, annotator_86, 5
flint glass, glass, annotator_93, 2
flint glass, glass, annotator_91, 4
flint glass, glass, annotator_83, 5
flint glass, glass, annotator_84, 5
flint glass, glass, annotator_92, 3
foot distance, distance, annotator_88, 4
foot distance, distance, annotator_84, 5
foot distance, foot, annotator_83, 4
foot distance, foot, annotator_87, 5
foot distance, foot, annotator_82, 3
foot distance, foot, annotator_81, 4
foot distance, foot, annotator_85, 5
foot distance, foot, annotator_86, 3
foot distance, distance, annotator_89, 4
foot distance, distance, annotator_86, 3
foot distance, distance, annotator_87, 5
foot distance, distance, annotator_10_excluded, 5
foot distance, distance, annotator_80, 5
foot distance, distance, annotator_92, 5
foot distance, distance, annotator_85, 5
foot distance, distance, annotator_93, 4
foot distance, distance, annotator_81, 4
foot distance, distance, annotator_90, 4
foot distance, distance, annotator_91, 4
foot distance, foot, annotator_80, 5
foot distance, distance, annotator_82, 5
foot distance, foot, annotator_90, 4
foot distance, foot, annotator_91, 4
foot distance, foot, annotator_93, 3
foot distance, foot, annotator_92, 0
foot distance, foot, annotator_10_excluded, 5
foot distance, foot, annotator_88, 2
foot distance, foot, annotator_89, 3
foot distance, distance, annotator_83, 5
foot distance, foot, annotator_84, 5
hydrogen scale, scale, annotator_93, 4
hydrogen scale, scale, annotator_91, 4
hydrogen scale, scale, annotator_81, 4
hydrogen scale, scale, annotator_88, 3
hydrogen scale, scale, annotator_80, 5
hydrogen scale, scale, annotator_83, 3
hydrogen scale, scale, annotator_86, 5
hydrogen scale, scale, annotator_87, 0
hydrogen scale, scale, annotator_89, 5
hydrogen scale, scale, annotator_10_excluded, 5
hydrogen scale, scale, annotator_92, 0
hydrogen scale, scale, annotator_82, 2
hydrogen scale, scale, annotator_85, 0
hydrogen scale, scale, annotator_84, 5
hydrogen scale, hydrogen, annotator_10_excluded, 5
hydrogen scale, hydrogen, annotator_81, 4
hydrogen scale, scale, annotator_90, 5
hydrogen scale, hydrogen, annotator_88, 5
hydrogen scale, hydrogen, annotator_82, 3
hydrogen scale, hydrogen, annotator_87, 5
hydrogen scale, hydrogen, annotator_93, 3
hydrogen scale, hydrogen, annotator_85, 5
hydrogen scale, hydrogen, annotator_86, 5
hydrogen scale, hydrogen, annotator_91, 4
hydrogen scale, hydrogen, annotator_83, 5
hydrogen scale, hydrogen, annotator_80, 4
hydrogen scale, hydrogen, annotator_90, 1
hydrogen scale, hydrogen, annotator_92, 5
hydrogen scale, hydrogen, annotator_84, 5
hydrogen scale, hydrogen, annotator_89, 5
iron wire, wire, annotator_82, 4
iron wire, wire, annotator_84, 5
iron wire, wire, annotator_92, 5
iron wire, wire, annotator_81, 4
iron wire, wire, annotator_85, 5
iron wire, wire, annotator_88, 3
iron wire, wire, annotator_87, 3
iron wire, wire, annotator_10_excluded, 5
iron wire, wire, annotator_90, 5
iron wire, wire, annotator_93, 2
iron wire, wire, annotator_91, 2
iron wire, wire, annotator_80, 5
iron wire, wire, annotator_89, 5
iron wire, wire, annotator_83, 5
iron wire, wire, annotator_86, 5
iron wire, iron, annotator_89, 5
iron wire, iron, annotator_93, 2
iron wire, iron, annotator_91, 5
iron wire, iron, annotator_90, 3
iron wire, iron, annotator_88, 4
iron wire, iron, annotator_86, 5
iron wire, iron, annotator_82, 5
iron wire, iron, annotator_81, 4
iron wire, iron, annotator_85, 5
iron wire, iron, annotator_87, 5
iron wire, iron, annotator_83, 5
iron wire, iron, annotator_80, 5
iron wire, iron, annotator_10_excluded, 5
iron wire, iron, annotator_84, 3
iron wire, iron, annotator_92, 5
metal plate, plate, annotator_81, 4
metal plate, metal, annotator_82, 5
metal plate, metal, annotator_87, 5
metal plate, metal, annotator_88, 5
metal plate, metal, annotator_92, 5
metal plate, metal, annotator_84, 4
metal plate, metal, annotator_89, 5
metal plate, metal, annotator_86, 5
metal plate, metal, annotator_85, 5
metal plate, metal, annotator_93, 3
metal plate, metal, annotator_91, 3
metal plate, metal, annotator_83, 5
metal plate, plate, annotator_10_excluded, 5
metal plate, metal, annotator_90, 3
metal plate, plate, annotator_82, 3
metal plate, plate, annotator_91, 3
metal plate, metal, annotator_80, 5
metal plate, metal, annotator_10_excluded, 5
metal plate, plate, annotator_80, 5
metal plate, plate, annotator_87, 0
metal plate, plate, annotator_93, 4
metal plate, plate, annotator_85, 5
metal plate, metal, annotator_81, 4
metal plate, plate, annotator_84, 5
metal plate, plate, annotator_86, 3
metal plate, plate, annotator_92, 0
metal plate, plate, annotator_88, 4
metal plate, plate, annotator_83, 4
metal plate, plate, annotator_90, 5
metal plate, plate, annotator_89, 1
micrometer scale, micrometer, annotator_81, 4
micrometer scale, scale, annotator_85, 5
micrometer scale, micrometer, annotator_89, 5
micrometer scale, scale, annotator_81, 4
micrometer scale, micrometer, annotator_84, 5
micrometer scale, micrometer, annotator_87, 5
micrometer scale, micrometer, annotator_85, 5
micrometer scale, scale, annotator_80, 5
micrometer scale, scale, annotator_83, 4
micrometer scale, micrometer, annotator_90, 2
micrometer scale, micrometer, annotator_88, 4
micrometer scale, scale, annotator_91, 3
micrometer scale, micrometer, annotator_10_excluded, 5
micrometer scale, micrometer, annotator_93, 3
micrometer scale, micrometer, annotator_86, 5
micrometer scale, scale, annotator_86, 5
micrometer scale, micrometer, annotator_80, 5
micrometer scale, scale, annotator_93, 4
micrometer scale, micrometer, annotator_91, 5
micrometer scale, scale, annotator_90, 4
micrometer scale, scale, annotator_92, 5
micrometer scale, micrometer, annotator_82, 5
micrometer scale, micrometer, annotator_92, 3
micrometer scale, scale, annotator_10_excluded, 5
micrometer scale, micrometer, annotator_83, 5
micrometer scale, scale, annotator_88, 3
micrometer scale, scale, annotator_89, 3
micrometer scale, scale, annotator_82, 3
micrometer scale, scale, annotator_84, 5
micrometer scale, scale, annotator_87, 2
motive force, force, annotator_83, 5
motive force, force, annotator_85, 5
motive force, force, annotator_81, 4
motive force, force, annotator_90, 4
motive force, force, annotator_89, 3
motive force, force, annotator_86, 4
motive force, force, annotator_84, 4
motive force, force, annotator_82, 1
motive force, force, annotator_10_excluded, 5
motive force, force, annotator_92, 5
motive force, force, annotator_80, 3
motive force, force, annotator_88, 3
motive force, force, annotator_87, 0
motive force, force, annotator_91, 4
motive force, force, annotator_93, 3
motive force, motive, annotator_83, 5
motive force, motive, annotator_92, 5
motive force, motive, annotator_88, 5
motive force, motive, annotator_93, 2
motive force, motive, annotator_10_excluded, 5
motive force, motive, annotator_89, 1
motive force, motive, annotator_81, 4
motive force, motive, annotator_82, 5
motive force, motive, annotator_80, 4
motive force, motive, annotator_90, 1
motive force, motive, annotator_86, 5
motive force, motive, annotator_84, 4
motive force, motive, annotator_85, 5
motive force, motive, annotator_91, 1
motive force, motive, annotator_87, 3
potassium salt, salt, annotator_84, 4
potassium salt, salt, annotator_86, 4
potassium salt, salt, annotator_93, 2
potassium salt, salt, annotator_83, 5
potassium salt, salt, annotator_85, 5
potassium salt, salt, annotator_88, 3
potassium salt, salt, annotator_82, 3
potassium salt, salt, annotator_90, 5
potassium salt, salt, annotator_81, 4
potassium salt, salt, annotator_89, 3
potassium salt, salt, annotator_10_excluded, 5
potassium salt, potassium, annotator_85, 5
potassium salt, salt, annotator_91, 5
potassium salt, potassium, annotator_93, 2
potassium salt, potassium, annotator_81, 4
potassium salt, potassium, annotator_89, 3
potassium salt, salt, annotator_92, 3
potassium salt, potassium, annotator_87, 5
potassium salt, potassium, annotator_92, 5
potassium salt, potassium, annotator_83, 5
potassium salt, potassium, annotator_90, 2
potassium salt, potassium, annotator_86, 4
potassium salt, salt, annotator_80, 5
potassium salt, potassium, annotator_82, 4
potassium salt, potassium, annotator_80, 5
potassium salt, potassium, annotator_91, 4
potassium salt, potassium, annotator_10_excluded, 5
potassium salt, salt, annotator_87, 5
potassium salt, potassium, annotator_84, 5
potassium salt, potassium, annotator_88, 5
recording apparatus, apparatus, annotator_93, 3
recording apparatus, apparatus, annotator_86, 5
recording apparatus, apparatus, annotator_80, 5
recording apparatus, apparatus, annotator_88, 4
recording apparatus, apparatus, annotator_10_excluded, 5
recording apparatus, apparatus, annotator_84, 5
recording apparatus, apparatus, annotator_91, 5
recording apparatus, apparatus, annotator_81, 5
recording apparatus, apparatus, annotator_82, 4
recording apparatus, recording, annotator_88, 5
recording apparatus, apparatus, annotator_92, 5
recording apparatus, recording, annotator_85, 5
recording apparatus, recording, annotator_87, 5
recording apparatus, recording, annotator_89, 5
recording apparatus, recording, annotator_93, 2
recording apparatus, recording, annotator_82, 5
recording apparatus, recording, annotator_84, 5
recording apparatus, apparatus, annotator_87, 0
recording apparatus, recording, annotator_92, 5
recording apparatus, recording, annotator_90, 4
recording apparatus, apparatus, annotator_90, 3
recording apparatus, recording, annotator_91, 2
recording apparatus, recording, annotator_10_excluded, 5
recording apparatus, recording, annotator_80, 5
recording apparatus, apparatus, annotator_89, 5
recording apparatus, apparatus, annotator_83, 5
recording apparatus, recording, annotator_81, 5
recording apparatus, apparatus, annotator_85, 5
recording apparatus, recording, annotator_83, 5
recording apparatus, recording, annotator_86, 5
salt water, water, annotator_86, 5
salt water, water, annotator_93, 4
salt water, water, annotator_85, 5
salt water, water, annotator_89, 5
salt water, water, annotator_81, 4
salt water, water, annotator_91, 5
salt water, water, annotator_10_excluded, 5
salt water, water, annotator_88, 5
salt water, water, annotator_87, 5
salt water, salt, annotator_87, 5
salt water, salt, annotator_81, 4
salt water, salt, annotator_92, 5
salt water, salt, annotator_84, 4
salt water, salt, annotator_88, 4
salt water, salt, annotator_85, 5
salt water, salt, annotator_91, 5
salt water, salt, annotator_83, 5
salt water, salt, annotator_80, 4
salt water, water, annotator_84, 5
salt water, salt, annotator_89, 5
salt water, water, annotator_90, 4
salt water, water, annotator_83, 5
salt water, water, annotator_92, 5
salt water, salt, annotator_10_excluded, 5
salt water, salt, annotator_86, 5
salt water, salt, annotator_93, 4
salt water, water, annotator_80, 5
salt water, salt, annotator_90, 3
salt water, water, annotator_82, 4
salt water, salt, annotator_82, 5
saturation pressure, saturation, annotator_85, 0
saturation pressure, pressure, annotator_80, 3
saturation pressure, pressure, annotator_93, 3
saturation pressure, pressure, annotator_88, 4
saturation pressure, pressure, annotator_86, 3
saturation pressure, pressure, annotator_83, 5
saturation pressure, pressure, annotator_10_excluded, 5
saturation pressure, pressure, annotator_92, 5
saturation pressure, pressure, annotator_82, 3
saturation pressure, pressure, annotator_81, 4
saturation pressure, pressure, annotator_85, 5
saturation pressure, saturation, annotator_10_excluded, 5
saturation pressure, saturation, annotator_81, 4
saturation pressure, saturation, annotator_93, 3
saturation pressure, saturation, annotator_86, 4
saturation pressure, saturation, annotator_88, 3
saturation pressure, saturation, annotator_92, 0
saturation pressure, saturation, annotator_89, 3
saturation pressure, saturation, annotator_91, 4
saturation pressure, pressure, annotator_84, 5
saturation pressure, pressure, annotator_90, 5
saturation pressure, pressure, annotator_87, 5
saturation pressure, pressure, annotator_91, 3
saturation pressure, pressure, annotator_89, 3
saturation pressure, saturation, annotator_82, 3
saturation pressure, saturation, annotator_87, 5
saturation pressure, saturation, annotator_80, 3
saturation pressure, saturation, annotator_83, 5
saturation pressure, saturation, annotator_84, 5
saturation pressure, saturation, annotator_90, 2
sunspot area, area, annotator_91, 4
sunspot area, area, annotator_92, 5
sunspot area, area, annotator_93, 3
sunspot area, area, annotator_82, 3
sunspot area, area, annotator_87, 2
sunspot area, area, annotator_10_excluded, 5
sunspot area, area, annotator_84, 1
sunspot area, area, annotator_89, 4
sunspot area, area, annotator_83, 4
sunspot area, area, annotator_81, 4
sunspot area, sunspot, annotator_91, 3
sunspot area, area, annotator_90, 5
sunspot area, area, annotator_85, 5
sunspot area, area, annotator_86, 3
sunspot area, area, annotator_88, 3
sunspot area, sunspot, annotator_82, 5
sunspot area, area, annotator_80, 3
sunspot area, sunspot, annotator_93, 3
sunspot area, sunspot, annotator_85, 0
sunspot area, sunspot, annotator_88, 4
sunspot area, sunspot, annotator_86, 3
sunspot area, sunspot, annotator_10_excluded, 5
sunspot area, sunspot, annotator_92, 5
sunspot area, sunspot, annotator_89, 4
sunspot area, sunspot, annotator_80, 3
sunspot area, sunspot, annotator_81, 4
sunspot area, sunspot, annotator_84, 5
sunspot area, sunspot, annotator_90, 2
sunspot area, sunspot, annotator_87, 0
sunspot area, sunspot, annotator_83, 5
transition point, point, annotator_83, 5
transition point, point, annotator_81, 4
transition point, point, annotator_93, 2
transition point, point, annotator_87, 3
transition point, point, annotator_82, 1
transition point, point, annotator_85, 5
transition point, point, annotator_80, 5
transition point, transition, annotator_88, 4
transition point, point, annotator_89, 2
transition point, point, annotator_88, 3
transition point, point, annotator_10_excluded, 5
transition point, point, annotator_86, 5
transition point, transition, annotator_86, 5
transition point, point, annotator_90, 2
transition point, transition, annotator_81, 4
transition point, point, annotator_92, 5
transition point, transition, annotator_10_excluded, 5
transition point, transition, annotator_82, 5
transition point, point, annotator_84, 3
transition point, point, annotator_91, 4
transition point, transition, annotator_83, 5
transition point, transition, annotator_87, 5
transition point, transition, annotator_91, 3
transition point, transition, annotator_90, 5
transition point, transition, annotator_85, 5
transition point, transition, annotator_89, 5
transition point, transition, annotator_80, 5
